,id,code,is_true,format_code,errorline,code_spec
10,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
    char n;
    
    
    scanf(""%c"",&n);
    if(n>='a')
    printf(""The character just entered is a lowercase letter"");
    if(n<='z')
    printf(""The character just entered is not a lowercase letter"");
    
    return 0;

}",0.0,"#include <stdio.h>
int main()
{
    char varb_0;
    scanf(""%c"",&varb_0);
    if(varb_0>='a')
    printf(""The character just entered is a lowercase letter"");
    if(varb_0<='z')
    printf(""The character just entered is not a lowercase letter"");
    return 0;
}",6,2c911d616dd52a5e016de9bd79dc14ab_10.csv
11,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char ch;
scanf(""%c"",&ch);
if (ch>='a'&&ch<='z')
    printf(""The character just entered is a lowercase letter"");
else
   printf(""The character just is not a lowercase letter"");
return 0;










}",0.0,"#include<stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(varb_0>='a'&&varb_0<='z')
    printf(""The character just entered is a lowercase letter"");
else
   printf(""The character just is not a lowercase letter"");
return 0;
}",6,2c911d616dd52a5e016de9bd79dc14ab_11.csv
12,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>

int main()

{

    char character,a,z;

    scanf(""%c"",&character);

    if('character'<='z'||character>='a')

      printf(""The character just entered is a lowercase letter"");

    else

      printf(""The character just entered is not a lowercase letter"");

    return 0;

}",0.0,"#include <stdio.h>
int main()
{
    char varb_0,varb_1,varb_2;
    scanf(""%c"",&varb_0);
    if('character'<='z'||varb_0>='a')
      printf(""The varb_0 just entered is varb_1 lowercase letter"");
    else
      printf(""The varb_0 just entered is not varb_1 lowercase letter"");
    return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_12.csv
13,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
  char c,a,z;
  scanf(""%c"",&c);
  if('c'>=a,'c'<=z)
    printf(""The character just entered is a lowercase letter"");
  else
     printf(""The character just entered is not a lowercase letter"");
   return 0;
}",0.0,"#include<stdio.h>
int main()
{
  char varb_0,varb_1,varb_2;
  scanf(""%c"",&varb_0);
  if('c'>=varb_1,'c'<=varb_2)
    printf(""The character just entered is varb_1 lowercase letter"");
  else
     printf(""The character just entered is not varb_1 lowercase letter"");
   return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_13.csv
14,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>

int main()

{

    char character;

    scanf(""%d"",&character);

    if(character<='z'||character>='a')

      printf(""The character just entered is a lowercase letter"");

    else

      printf(""The character just entered is not a lowercase letter"");

    return 0;

}",0.0,"#include <stdio.h>
int main()
{
    char varb_0;
    scanf(""%d"",&varb_0);
    if(varb_0<='z'||varb_0>='a')
      printf(""The varb_0 just entered is a lowercase letter"");
    else
      printf(""The varb_0 just entered is not a lowercase letter"");
    return 0;
}",5,2c911d616dd52a5e016de9bd79dc14ab_14.csv
15,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char ch;
scanf(""%c"",&ch);
if (ch>='a'&&ch<='z')
    printf(""The character just entered is a lowercase letter"");
if(ch>='A'&&ch<='Z')
   printf(""The character just is not a lowercase letter"");
return 0;










}",0.0,"#include<stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(varb_0>='a'&&varb_0<='z')
    printf(""The character just entered is a lowercase letter"");
if(varb_0>='A'&&varb_0<='Z')
   printf(""The character just is not a lowercase letter"");
return 0;
}",7,2c911d616dd52a5e016de9bd79dc14ab_15.csv
16,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char num1,a,z, A, Z;
scanf(""%c"",&num1);
if (num1>='a'&&num1<='z')
   printf(""The character just entered is a lowercase letter"");
else
   printf(""The character just entered is a not lowercase letter"");
return 0;
}",0.0,"#include<stdio.h>
int main()
{
char varb_0,varb_1,varb_2, varb_3, varb_4;
scanf(""%c"",&varb_0);
if(varb_0>='a'&&varb_0<='z')
   printf(""The character just entered is varb_1 lowercase letter"");
else
   printf(""The character just entered is varb_1 not lowercase letter"");
return 0;
}",9,2c911d616dd52a5e016de9bd79dc14ab_16.csv
17,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
void main()
{
    char character;
    scanf(""%c"",&character);
    if(character>=97&&character<=122)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just ertered is not a lowercase letter"");
}",0.0,"#include<stdio.h>
void main()
{
    char varb_0;
    scanf(""%c"",&varb_0);
    if(varb_0>=97&&varb_0<=122)
        printf(""The varb_0 just entered is a lowercase letter"");
    else
        printf(""The varb_0 just ertered is not a lowercase letter"");
}",9,2c911d616dd52a5e016de9bd79dc14ab_17.csv
18,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char skey,A,z;
	scanf(""%c"",&skey);
    if('A'<=skey&&skey<='z')
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if('A'<=varb_0&&varb_0<='z')
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",6,2c911d616dd52a5e016de9bd79dc14ab_18.csv
19,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>

int main()

{

    char character,a,z;

    scanf(""%d"",&character);

    if(character<='z'||character>='a')

      printf(""The character just entered is a lowercase letter"");

    else

      printf(""The character just entered is not a lowercase letter"");

    return 0;

}",0.0,"#include <stdio.h>
int main()
{
    char varb_0,varb_1,varb_2;
    scanf(""%d"",&varb_0);
    if(varb_0<='z'||varb_0>='a')
      printf(""The varb_0 just entered is varb_1 lowercase letter"");
    else
      printf(""The varb_0 just entered is not varb_1 lowercase letter"");
    return 0;
}",5,2c911d616dd52a5e016de9bd79dc14ab_19.csv
20,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{  char character;
    scanf(""%c"",&character);
    if('a'<=character||character<='z')
    printf(""The character just entered is a lowercase letter"",character);
    else
    printf(""The character just entered is not a lowercase letter"",character);

return 0;
} 
",0.0,"#include<stdio.h>
int main()
{  char varb_0;
    scanf(""%c"",&varb_0);
    if('a'<=varb_0||varb_0<='z')
    printf(""The varb_0 just entered is a lowercase letter"",varb_0);
    else
    printf(""The varb_0 just entered is not a lowercase letter"",varb_0);
return 0;
} 
",3,2c911d616dd52a5e016de9bd79dc14ab_20.csv
21,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{  
  char a;
  scanf(""%c"",&a);
  if('a'<=a<='z')
    printf(""The character just entered is a lowercase letter""); 
  else
    printf(""The character just entered is not a lowercase letter"");
  return 0;
}
    

  ",0.0,"#include<stdio.h>
int main()
{  
  char varb_0;
  scanf(""%c"",&varb_0);
  if('a'<=varb_0<='z')
    printf(""The character just entered is varb_0 lowercase letter""); 
  else
    printf(""The character just entered is not varb_0 lowercase letter"");
  return 0;
}
",6,2c911d616dd52a5e016de9bd79dc14ab_21.csv
22,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
    char character,a,z;
    scanf(""%c"",&character);
    if(character<='z'||character>='a')
      printf(""The character just entered is a lowercase letter"");
    else
      printf(""The character just entered is not a lowercase letter"");
    return 0;



}",0.0,"#include <stdio.h>
int main()
{
    char varb_0,varb_1,varb_2;
    scanf(""%c"",&varb_0);
    if(varb_0<='z'||varb_0>='a')
      printf(""The varb_0 just entered is varb_1 lowercase letter"");
    else
      printf(""The varb_0 just entered is not varb_1 lowercase letter"");
    return 0;
}",6,2c911d616dd52a5e016de9bd79dc14ab_22.csv
23,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char a;
scanf(""%c"",&a);
if (""a>90"")
 printf(""The character just entered is a lowercase letter"");
else
 printf(""The character just entered is not a lowercase letter"");
 }",0.0,"#include<stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(""a>90"")
 printf(""The character just entered is varb_0 lowercase letter"");
else
 printf(""The character just entered is not varb_0 lowercase letter"");
 }",6,2c911d616dd52a5e016de9bd79dc14ab_23.csv
24,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
char m;
scanf(""%c"",&m);
if('A'<=m && m<='z')
printf(""The character just entered is a lowercase letter"");
else
printf(""The character just entered is not a lowercase letter"");
return 0;
}",0.0,"#include <stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if('A'<=varb_0 && varb_0<='z')
printf(""The character just entered is a lowercase letter"");
else
printf(""The character just entered is not a lowercase letter"");
return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_24.csv
25,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char a;
scanf(""%c"",&a);
if (""a<90"")
 printf(""The character just entered is a lowercase letter"");
else
 printf(""The character just entered is not a lowercase letter"");
 }",0.0,"#include<stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(""a<90"")
 printf(""The character just entered is varb_0 lowercase letter"");
else
 printf(""The character just entered is not varb_0 lowercase letter"");
 }",6,2c911d616dd52a5e016de9bd79dc14ab_25.csv
26,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int  main()
{
char A;
scanf(""%c"",&A);
if(A<90)
printf(""The character just entered is  not a loweecase letter"");
else
printf(""The character just entered is a lowercase letter"");
}",0.0,"#include<stdio.h>
int  main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(varb_0<90)
printf(""The character just entered is  not a loweecase letter"");
else
printf(""The character just entered is a lowercase letter"");
}",7,2c911d616dd52a5e016de9bd79dc14ab_26.csv
27,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
   char character;
   scanf(""%d"",&character);
  if('a'<=character&&character<='z')
  

  {
   printf(""The character just entered is a lowercase letter"",character);
   }
  else
  {
  printf(""The character just entered is not a lowercase letter"",character);
  }
  return 0;
}",0.0,"#include<stdio.h>
int main()
{
   char varb_0;
   scanf(""%d"",&varb_0);
  if('a'<=varb_0&&varb_0<='z')
  {
   printf(""The varb_0 just entered is a lowercase letter"",varb_0);
   }
  else
  {
  printf(""The varb_0 just entered is not a lowercase letter"",varb_0);
  }
  return 0;
}",5,2c911d616dd52a5e016de9bd79dc14ab_27.csv
28,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
   char _;
   if (_>='a'&&_<='z')
   printf(""The character just entered is a lowercase letter"");
   else
   printf(""The character just entered is not a lowercase letter"");
   return 0;
  }",0.0,"#include<stdio.h>
int main()
{
   char varb_0;
   if(varb_0>='a'&&varb_0<='z')
   printf(""The character just entered is a lowercase letter"");
   else
   printf(""The character just entered is not a lowercase letter"");
   return 0;
  }",4,2c911d616dd52a5e016de9bd79dc14ab_28.csv
29,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
  char a;
   scanf(""%d"",&a);
  if (a-97>=0)
    printf(""The character just entered is a lowercase letter"");
  else
    printf(""The character just entered is not a lowercase letter"");
  
}",0.0,"#include <stdio.h>
int main()
{
  char varb_0;
   scanf(""%d"",&varb_0);
  if(varb_0-97>=0)
    printf(""The character just entered is varb_0 lowercase letter"");
  else
    printf(""The character just entered is not varb_0 lowercase letter"");
}",5,2c911d616dd52a5e016de9bd79dc14ab_29.csv
30,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%d"",&a);
   if (a<90)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%d"",&varb_0);
   if(varb_0<90)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",4,2c911d616dd52a5e016de9bd79dc14ab_30.csv
31,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{  
  char character;
  scanf(""%c"",&character);
  if('a'<=character<='z')
    printf(""The character just entered is a lowercase letter""); 
  else
    printf(""The character just entered is not a lowercase letter"");
  return 0;
}
    

  ",0.0,"#include<stdio.h>
int main()
{  
  char varb_0;
  scanf(""%c"",&varb_0);
  if('a'<=varb_0<='z')
    printf(""The varb_0 just entered is a lowercase letter""); 
  else
    printf(""The varb_0 just entered is not a lowercase letter"");
  return 0;
}
",6,2c911d616dd52a5e016de9bd79dc14ab_31.csv
32,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char skey,A,z;
	scanf(""%c"",&skey);
    if(A<=skey<=z)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}
",0.0,"#include<stdio.h>
int main()
{
	char varb_0,varb_1,varb_2;
	scanf(""%c"",&varb_0);
    if(varb_1<=varb_0<=varb_2)
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}
",4,2c911d616dd52a5e016de9bd79dc14ab_32.csv
33,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char a;
scanf(""%c"",&a);
if (""a<90"")
 printf(""The character just entered is not a lowercase letter"");
else
 printf(""The character just entered is a lowercase letter"");
 }",0.0,"#include<stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(""a<90"")
 printf(""The character just entered is not varb_0 lowercase letter"");
else
 printf(""The character just entered is varb_0 lowercase letter"");
 }",6,2c911d616dd52a5e016de9bd79dc14ab_33.csv
34,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%d"",&a);
   if (a==a-32)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%d"",&varb_0);
   if(varb_0==varb_0-32)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",4,2c911d616dd52a5e016de9bd79dc14ab_34.csv
35,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
void main()
{  
  char a;
  scanf(""%c"",&a);
  if('a'<=a<='z')
    printf(""The character just entered is a lowercase letter""); 
  else
    printf(""The character just entered is not a lowercase letter"");
}
    

  ",0.0,"#include<stdio.h>
void main()
{  
  char varb_0;
  scanf(""%c"",&varb_0);
  if('a'<=varb_0<='z')
    printf(""The character just entered is varb_0 lowercase letter""); 
  else
    printf(""The character just entered is not varb_0 lowercase letter"");
}
",2,2c911d616dd52a5e016de9bd79dc14ab_35.csv
36,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
char a;
scanf(""%c"",&a);
if(a>'a'&&a<'z')
{
printf(""The character just entered is a lowercase letter"");
}
else
printf(""The character just entered is not a lowercase letter"");

return 0;
}

",0.0,"#include<stdio.h>
int main()
{
char varb_0;
scanf(""%c"",&varb_0);
if(varb_0>'a'&&varb_0<'z')
{
printf(""The character just entered is varb_0 lowercase letter"");
}
else
printf(""The character just entered is not varb_0 lowercase letter"");
return 0;
}
",6,2c911d616dd52a5e016de9bd79dc14ab_36.csv
37,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
void main()
{
   char a;
   scanf(""%c"",&a);
   if('a'>='a'&&'a'<='z')
  { 
     printf(""The character just entered is a lowercase letter"");
  }
  else
  {
     printf(""The character just entered is not a lowercase letter"");
  }

}",0.0,"#include <stdio.h>
void main()
{
   char varb_0;
   scanf(""%c"",&varb_0);
   if('a'>='a'&&'a'<='z')
  { 
     printf(""The character just entered is varb_0 lowercase letter"");
  }
  else
  {
     printf(""The character just entered is not varb_0 lowercase letter"");
  }
}",6,2c911d616dd52a5e016de9bd79dc14ab_37.csv
38,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
void main()
{  
  char a;
  scanf(""%c"",&a);
  if('a'<=a<='z')
    printf(""The character just entered is a lowercase letter""); 
  else
    printf(""The character just entered is not a lowercase letter"");
  return 0;
}
    

  ",0.0,"#include<stdio.h>
void main()
{  
  char varb_0;
  scanf(""%c"",&varb_0);
  if('a'<=varb_0<='z')
    printf(""The character just entered is varb_0 lowercase letter""); 
  else
    printf(""The character just entered is not varb_0 lowercase letter"");
  return 0;
}
",2,2c911d616dd52a5e016de9bd79dc14ab_38.csv
39,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
void main()
   {char a;
       scanf(""%c"",&a);
  if(a>='a'&&a<='z')
       {printf(""The character just entered is a lowercase letter"");
}
  else {printf(""The character just entered is not lowercase letter"");}
}
",0.0,"#include<stdio.h>
void main()
   {char varb_0;
       scanf(""%c"",&varb_0);
  if(varb_0>='a'&&varb_0<='z')
       {printf(""The character just entered is varb_0 lowercase letter"");
}
  else {printf(""The character just entered is not lowercase letter"");}
}
",3,2c911d616dd52a5e016de9bd79dc14ab_39.csv
40,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%c"",&a);
   if(a==a-32)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%c"",&varb_0);
   if(varb_0==varb_0-32)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",5,2c911d616dd52a5e016de9bd79dc14ab_40.csv
41,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
   char a;
   scanf(""%c"",&a);
   if('a'>='a'&&'a'<='z')
  { 
     printf(""The character just entered is a lowercase letter"");
  }
  else
  {
     printf(""The character just entered is not a lowercase letter"");
  }

}",0.0,"#include <stdio.h>
int main()
{
   char varb_0;
   scanf(""%c"",&varb_0);
   if('a'>='a'&&'a'<='z')
  { 
     printf(""The character just entered is varb_0 lowercase letter"");
  }
  else
  {
     printf(""The character just entered is not varb_0 lowercase letter"");
  }
}",2,2c911d616dd52a5e016de9bd79dc14ab_41.csv
42,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%c"",&a);
   if (a==a-32)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%c"",&varb_0);
   if(varb_0==varb_0-32)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",5,2c911d616dd52a5e016de9bd79dc14ab_42.csv
43,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main()
{
	char character;
	scanf(""%c"",&character);
    if('A'<=character&&character<='z')
        printf(""The character just entered is a lowercase letter"");
    else
        printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0;
	scanf(""%c"",&varb_0);
    if('A'<=varb_0&&varb_0<='z')
        printf(""The varb_0 just entered is a lowercase letter"");
    else
        printf(""The varb_0 just entered is not a lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_43.csv
44,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
   char ch;
   scanf(""%c"",&ch);
   if(ch>'a'&&ch<'z')
   printf(""The character just entered is a lowercase letter"");
   else
   printf(""The character just entered is not a lowercase letter"");
   return 0;
 }


",0.0,"#include <stdio.h>
int main()
{
   char varb_0;
   scanf(""%c"",&varb_0);
   if(varb_0>'a'&&varb_0<'z')
   printf(""The character just entered is a lowercase letter"");
   else
   printf(""The character just entered is not a lowercase letter"");
   return 0;
 }
",6,2c911d616dd52a5e016de9bd79dc14ab_44.csv
45,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main()
{
  char a;
  scanf(""%c"",&a);
  if(a-97>=0)
   printf(""The character just entered is a lowercase letter"");
  else
 
  printf(""The character just entered is not a lowercase letter."");
}",0.0,"#include<stdio.h>
main()
{
  char varb_0;
  scanf(""%c"",&varb_0);
  if(varb_0-97>=0)
   printf(""The character just entered is varb_0 lowercase letter"");
  else
  printf(""The character just entered is not varb_0 lowercase letter."");
}",9,2c911d616dd52a5e016de9bd79dc14ab_45.csv
46,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
main(){
   char a;
   scanf(""%d"",&a);
   if (a==a+32)
     printf(""The character just entered is not a lowercase letter"");
   else
     printf(""The character just entered is a lowercase letter"");
     }",0.0,"#include<stdio.h>
main(){
   char varb_0;
   scanf(""%d"",&varb_0);
   if(varb_0==varb_0+32)
     printf(""The character just entered is not varb_0 lowercase letter"");
   else
     printf(""The character just entered is varb_0 lowercase letter"");
     }",4,2c911d616dd52a5e016de9bd79dc14ab_46.csv
47,2c911d616dd52a5e016de9bd79dc14ab,"#include <stdio.h>
int main()
{
  char a;
   scanf(""%d"",&a);
  if (a-97>=0)
    printf(""The character just entered is a lowercase letter"");
  else
    printf(""The character just entered is not a lowercase letter"");
  return 0;
}",0.0,"#include <stdio.h>
int main()
{
  char varb_0;
   scanf(""%d"",&varb_0);
  if(varb_0-97>=0)
    printf(""The character just entered is varb_0 lowercase letter"");
  else
    printf(""The character just entered is not varb_0 lowercase letter"");
  return 0;
}",5,2c911d616dd52a5e016de9bd79dc14ab_47.csv
48,2c911d616dd52a5e016de9bd79dc14ab,"#include<stdio.h>
int main ()
{
	char a;
	scanf(""%c"",&a);
	if(a>=97 || a<=122)
	printf(""The character just entered is a lowercase letter"");
	else
	printf(""The character just entered is not a lowercase letter"");
	return 0;
}",0.0,"#include<stdio.h>
int main()
{
	char varb_0;
	scanf(""%c"",&varb_0);
	if(varb_0>=97 || varb_0<=122)
	printf(""The character just entered is varb_0 lowercase letter"");
	else
	printf(""The character just entered is not varb_0 lowercase letter"");
	return 0;
}",4,2c911d616dd52a5e016de9bd79dc14ab_48.csv
