,id,code,is_true,errorline
10,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )  
{     
 int varb_5,varb_6=0;  
 for(varb_5=0;varb_5<20;varb_5++)
 {
  if(varb_0[varb_5]!=varb_1)varb_0[varb_6]=varb_0[varb_5];varb_6++;
 }
}
",0.0,18
11,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0(char *varb_0,char varb_1)
{
int varb_5=0,varb_6=0;
while(varb_0[varb_5]!='\0')
{
if(varb_0[varb_5]=='c')
{varb_0[varb_6]=varb_0[varb_5];
varb_6++;}
varb_5++;
}
varb_0[varb_6]='\0';
}",0.0,18
12,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
int varb_5,varb_6;
for(varb_5=0;varb_0[varb_5]!='\0';varb_5++)
  {
   if(varb_0[varb_5]==varb_1)
    for(varb_6=0;varb_0[varb_6]!='\0';varb_6++)
    {
       varb_0[varb_6]=varb_0[varb_6+1]; 
    } 
  } 
}",0.0,15
13,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5;
	for(varb_5=0;varb_5<MAXN;varb_5++)
	{
		if(varb_0[varb_5]==varb_1)
	    continue;
	    else
	    printf(""%c"",varb_0[varb_5]);
	}
 } 
",0.0,16
14,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
   int varb_5;
   for(varb_5=0;varb_0[varb_5]!='\0';varb_5++){
     if(varb_0[varb_5]==varb_1)
     varb_0[varb_5]='\n';
     }
    for(varb_5=0;varb_0[varb_5]!='\0';varb_5++){
    if(varb_0[varb_5]=='\n')
    varb_0[varb_5]=varb_0[varb_5+1];
    }
}
",0.0,15
15,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
int varb_5,varb_6,varb_7=1;
for(varb_5=0;varb_5<MAXN;varb_5++)
{
 if(varb_0[varb_5]==varb_1)
 {for(varb_6=varb_5;varb_5<MAXN-varb_7;varb_6++)
 varb_0[varb_6]=varb_0[varb_6+1];
 varb_7++;}
 }
 }
",0.0,19
16,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 ) {
    char *varb_5,*varb_6;
    for(*varb_5=varb_0; *varb_5!='\0';) {
        if(*varb_5==varb_1) {
            varb_6=varb_5;
            while(*varb_6!='\0') {
                *varb_6=*(varb_6+1);
                varb_6++;
            }
        }
        else varb_5++;
    }
}
",0.0,14
17,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
char varb_0[MAXN], varb_1;
scanf(""%c\n"", &varb_1);
gets(varb_0);
func_0(varb_0, varb_1);
printf(""%s\n"", varb_0);
return 0;
}
void func_0(char *varb_0,char varb_1)
{
int varb_5,varb_6,varb_7;
for(varb_5=0;varb_0[varb_5]!='\0';varb_5++)
{
for(varb_6=varb_5;varb_6>=0;varb_6--)
{
if(varb_0[varb_6]==varb_1)
{
for(varb_7=varb_6;varb_7<=varb_5+1;varb_7++)
varb_0[varb_7]=varb_0[varb_7+1];
}
}
}
}",0.0,15
18,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
int varb_5=0,varb_6,varb_7;
for(;varb_0[varb_5]!='\0';varb_5++)
{
if(varb_0[varb_5]==varb_1)
{for(varb_6=varb_5;varb_0[varb_6+1]!='\0';varb_6++)
varb_7=varb_0[varb_6];
varb_0[varb_6]=varb_0[varb_6+1];
varb_0[varb_6+1]=varb_7;
}}
}
",0.0,15
19,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#include <string.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
    int varb_5,varb_6;
    varb_5=strlen(varb_0);
    for(varb_6=0;varb_6<varb_5;varb_6++)
    {
      if(varb_0[varb_6]=varb_1)
      varb_0[varb_6]=varb_0[varb_6+1];
     }
    return varb_0;
    }
",0.0,16
20,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5,varb_6,varb_7;
	for(varb_5=0;varb_5<MAXN;varb_5++)
		if(varb_0[varb_5]==varb_1)
	 {
	 	for(varb_6=varb_5;varb_6<MAXN-varb_7;varb_6++)
	 	   varb_0[varb_6+1]=varb_0[varb_6];
      varb_7++;     
	 }
 } 
",0.0,20
21,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5,varb_6,varb_7;
	for(varb_5=0;varb_5<MAXN;varb_5++)
		if(varb_0[varb_5]==varb_1)
	 {
	 	for(varb_6=varb_5;varb_6<MAXN-1;varb_6++)
	 	   varb_0[varb_6+1]=varb_0[varb_6];
      varb_7++;     
	 }
 } 
",0.0,19
22,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{ int *varb_5;
    for(;(*varb_0!='\0')&&(*(varb_0+2)!='\0');varb_0++)
   { 
      if(*varb_0==varb_1)
    {  varb_5=varb_0;
    for(;(*(varb_0-1)!='\0')&&(varb_0!='\0');varb_0++)
    { *varb_0=*(varb_0+1);}varb_0=varb_5;}
   }
}",0.0,14
23,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
   int varb_5;
}",0.0,15
24,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
	gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5,varb_6=0;
	for(;;)
	{
		if(varb_0[0]==varb_1)
		varb_0++;
		else
		break;
	}
	for(varb_5=0;varb_0[varb_5];varb_5++)
	{
		if(varb_0[varb_5]!=varb_1)
		{
			varb_0[varb_6]=varb_0[varb_5];
			varb_6++;
		}
		else
		;
	}
}",0.0,16
25,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
	int varb_5;
	for(varb_5=0;varb_5<MAXN;varb_5++)
	{
		if(varb_0[varb_5]==varb_1)
	    func_0(varb_0, varb_1);
	    break;
	}
 } 
",0.0,16
26,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0(char *varb_0,char varb_1)
{
 int varb_5,varb_6;
  for(varb_5=MAXN-1;varb_5>=0;varb_5--)
 {
  if(varb_0[varb_5]==varb_1)
  {
    for(varb_6=varb_5;varb_6<MAXN-1;varb_6++)
      varb_0[varb_6]=varb_0[varb_6+1];
  }
 } 
}",0.0,24
27,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0(char *varb_0,char varb_1)
{
int varb_5,varb_6,varb_7;
for(varb_5=0;varb_0[varb_5]!='\0';varb_5++)
{
varb_7++;}
for(varb_5=0;varb_0[varb_5]!='\0';varb_5++)
{if(varb_0[varb_5]=='c')
{
for(varb_6=varb_5;varb_6<varb_7;varb_6++)
varb_0[varb_6]=varb_0[varb_6+1];
varb_7--;
}
}
}",0.0,15
28,2c9f30a56ef37e1f016f1c371d1c4a71,"#include <stdio.h>
#define MAXN 20
void func_0( char *varb_0, char varb_1 );
int main()
{
    char varb_0[MAXN], varb_1;
    scanf(""%c\n"", &varb_1);
    gets(varb_0);
    func_0(varb_0, varb_1);
    printf(""%s\n"", varb_0);
    return 0;
}
void func_0( char *varb_0, char varb_1 )
{
 int varb_5=0,varb_6,varb_7;
 char varb_8;
 for(varb_7=0;varb_0[varb_5]!='\0';varb_5++)
 {
 if(varb_0[varb_5]==varb_1)
 {
   varb_8=varb_0[varb_5];varb_0[varb_5]=varb_0[varb_7++];varb_0[varb_7++]=varb_8;
 }
 }
}
",0.0,19
